flavor,description,image,price,producer
Yaguar Menta Limon 0.5kg,Yaguar Menta Limon to pyszne połączenie długo sezonowanej yerba mate z miętą i cytryną - te orzeźwiające smaki idealnie uzupełniają goryczkę ostrokrzewu paragwajskiego.,www.poyerbani.pl/pol_pl_Yaguar-Menta-Limon-0-5kg-5913_4.webp,24.90,Yaguar
Yaguar Menta Limon 50g,Yaguar Menta Limon to pyszne połączenie długo sezonowanej yerba mate z miętą i cytryną - te orzeźwiające smaki idealnie uzupełniają goryczkę ostrokrzewu paragwajskiego.,www.poyerbani.pl/pol_pl_Yaguar-Menta-Limon-50g-5899_4.png,4.99,Yaguar
Yaguar Naranja 0.5kg,"Yaguar Naranja to propozycja idealna dla każdego, kto lubi połączenie goryczki ostrokrzewu paragwajskiego z delikatnie orzeźwiającą nutą pomarańczy.",www.poyerbani.pl/pol_pl_Yaguar-Naranja-0-5kg-5912_4.webp,24.90,Yaguar
Yaguar Naranja 50g,"Yaguar Naranja to propozycja idealna dla każdego, kto lubi połączenie goryczki ostrokrzewu paragwajskiego z delikatnie orzeźwiającą nutą pomarańczy.",www.poyerbani.pl/pol_pl_Yaguar-Naranja-50g-5900_4.png,4.99,Yaguar
Yaguar Naranja Earl Grey 0.5kg,Yaguar Naranja Earl Grey to bardzo oryginalne i rzadko spotykane połączenie składników. Otulające nuty pomarańczy doskonale uzupełniają goryczkę ostrokrzewu paragwajskiego.,www.poyerbani.pl/pol_pl_Yaguar-Naranja-Earl-Grey-0-5kg-7229_4.webp,24.90,Yaguar
Yaguar Naranja Earl Grey 50g,Yaguar Naranja Earl Grey to bardzo oryginalne i rzadko spotykane połączenie składników. Otulające nuty pomarańczy doskonale uzupełniają goryczkę ostrokrzewu paragwajskiego.,www.poyerbani.pl/pol_pl_Yaguar-Naranja-Earl-Grey-50g-7254_4.png,4.99,Yaguar
Yaguar Papaya 0.5kg,"Yaguar Papaya to niesamowicie owocowa kompozycja, która każdego nastroi pozytywnie! Słodko-kwaśne nuty papai świetnie łączą się z goryczką yerba mate.",www.poyerbani.pl/pol_pl_Yaguar-Papaya-0-5kg-7232_5.webp,24.90,Yaguar
Yaguar Papaya 50g,Yaguar Papaya to doskonałe połączenie goryczkowej yerba mate ze słodkimi owocami. Wyważony smak przypadnie do gustu wielbicielom nowych smaków!,www.poyerbani.pl/pol_pl_Yaguar-Papaya-50g-7256_4.png,4.99,Yaguar
Yaguar Pera 0.5kg,"Yaguar Pera to doskonała kompozycja smakowa, łącząca w sobie głęboką goryczkę yerba mate i słodkawy posmak gruszki. Ciekawe doznania gwarantowane!",www.poyerbani.pl/pol_pl_Yaguar-Pera-0-5kg-5917_4.webp,24.90,Yaguar
Yaguar Pera 50g,"Yaguar Pera to doskonała kompozycja smakowa, łącząca w sobie głęboką goryczkę yerba mate i słodkawy posmak gruszki. Ciekawe doznania gwarantowane!",www.poyerbani.pl/pol_pl_Yaguar-Pera-50g-5901_4.png,4.99,Yaguar
Yaguar Pomelo 0.5kg,Yaguar Pomelo to połączenie goryczkowej yerba mate z cytrusowymi aromatami. Orzeźwienie w doskonałym wydaniu!,www.poyerbani.pl/pol_pl_Yaguar-Pomelo-0-5kg-5915_4.webp,24.90,Yaguar
Yaguar Pomelo 50g,Yaguar Pomelo to połączenie goryczkowej yerba mate z cytrusowymi aromatami. Orzeźwienie w doskonałym wydaniu!,www.poyerbani.pl/pol_pl_Yaguar-Pomelo-50g-5902_4.png,4.99,Yaguar
Yaguar Rosada 0.5kg,"Yaguar Rosada 500 g 0,5 kg to aromatyczna i pełna smaku kompozycja yerba mate o smaku róży. Słodkawe aromaty przeplatają się z goryczką - niesamowite doznania gwarantowane!",www.poyerbani.pl/pol_pl_Yaguar-Rosada-0-5kg-7995_4.webp,24.90,Yaguar
Yaguar Rosada 50g,Yaguar Rosada 50 g to aromatyczna i pełna smaku kompozycja. Słodkawe aromaty różane przeplatają się z goryczką - niesamowite doznania gwarantowane!,www.poyerbani.pl/pol_pl_Yaguar-Rosada-50g-7996_4.png,4.99,Yaguar
Yaguar Sangria,"Inspiracją do stworzenia yerba mate Yaguar Sangria był tradycyjny hiszpański poncz, łączący smak wina i owoców - słodki i mocno orzeźwiający, doskonały w upalne, letnie wieczory.",www.poyerbani.pl/pol_pl_Yaguar-Sangria-0-5-kg-9686_2.webp,24.90,Yaguar
Yaguar Wild Berries,"Yaguar Wild Berries 500 g 0,5 kg to doskonała propozycja dla wszystkich miłośników łagodnych yerba mate z owocami. Przebogata kompozycja bazuje w głównej mierze na dodatku owocu truskawki.",www.poyerbani.pl/pol_pl_Yaguar-Wild-Berries-0-5kg-8682_5.webp,24.90,Yaguar
Yaguar Wild Berries 50g,Yaguar Wild Berries 50 g to doskonała propozycja dla wszystkich miłośników łagodnych yerba mate z owocami. Przebogata kompozycja bazuje w głównej mierze na dodatku owocu truskawki.,www.poyerbani.pl/pol_pl_Yaguar-Wild-Berries-50g-8683_1.png,4.99,Yaguar
Yerba Verde Mate Green Ananas 50g,"Verde Mate Green Ananas 50 g to owocowa yerba mate z ananasem i trawą cytrynową. Doskonale pobudza i orzeźwia. Jest świetna zarówno w ciepłej formie, jak i na zimno. ",www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Ananas-50g-8787_1.png,4.99,Verde Mate
Yerba Verde Mate Green Cactus 50g,"Verde Mate Cactus de Juarez to propozycja, dzięki której poczujesz się jak w kolorowym, egzotycznym kraju!",www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Cactus-50g-4229_5.png,4.99,Verde Mate
Yerba Verde Mate Green Frutos Tropicales 50g,"Verde Mate Frutos Tropicales to niesamowicie aromatyczna, owocowa mieszanka yerba mate, dzięki której w mig przeniesiesz się na egzotyczną wyspę!",www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Frutos-Tropicales-50g-4224_4.png,4.99,Verde Mate
Yerba Verde Mate Green La Potente 50g,Verde Mate La Potente to jedna z najbardziej oryginalnych kompozycji w rodzinie produktów cenionej brazylijskiej marki. Tym razem soczyście zielona yerba mate występuje w roli naturalnego afrodyzjaku. Spróbuj!,www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-La-Potente-50g-6454_4.png,4.99,Verde Mate
Yerba Verde Mate Green Melón de Agua 50g,"Verde Mate Green Melón de Agua to pyszne i aromatyczne połączenie, przywodzące na myśl soczysty arbuz! ",www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Melon-de-Agua-50g-7927_4.png,4.99,Verde Mate
Yerba Verde Mate Green Pomelo De Oriente 50g,Verde Mate Green Pomelo de Oriente 50 g to zielona brazylijska yerba mate z dodatkiem owocu pomelo. Zapewnia doskonały efekt pobudzenia w subtelnej oprawie smakowej bez nuty goryczy.,www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Pomelo-De-Oriente-50g-4151_4.png,4.99,Verde Mate
Yerba Verde Mate Green Summertime 50g,"Verde Mate Green Summertime 50 g to specjalna, limitowana na wakacyjny sezon wariacja popularnej brazylijskiej yerba mate. Kompozycja z miętą, skórką pomarańczy i olejkiem mandarynkowym doskonale pobudza. Będzie pyszna na zimno i na ciepło.",www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Summertime-50g-8769_1.png,4.99,Verde Mate
Yerba Verde Mate Green Verano 50g,Verde Mate Green Verano 50 g to wariacja popularnej yerba mate znanego brazylijskiego plantatora. Zielona yerba mate o dużej zawartości kofeiny i łagodnych walorach smakowych została wzbogacona o aromatyczne naturalne dodatki.,www.poyerbani.pl/pol_pl_Yerba-Verde-Mate-Green-Verano-50g-8784_1.png,4.99,Verde Mate
Yerbera – Puszka z Guarani Ashwagandha Cactus ,"Dzięki dodatkowi ashwagandhy i żeń-szenia Guarani Ashwagandha Cactus pobudza, jak na paragwajską yerba mate przystało, ale robi to w sposób zrównoważony i stonowany.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Ashwagandha-Cactus-0-5-kg-9764_15.png,49.99,Guarani
Yerbera – Puszka z Guarani Cocoa ,Guarani Cocoa to obowiązkowa propozycja dla fanów kokosów i czekolady - czuć je wyraźnie już przy pierwszym otworzeniu opakowania yerba mate!,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Cocoa-0-5-kg-9756_14.png,49.99,Guarani
Yerbera – Puszka z Guarani Eucalypto ,"Guarani Eucalypto to mocno odświeżające, przyjemne połączenie paragwajskiej yerba mate i eukaliptusa.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Eucalypto-0-5-kg-9760_13.png,49.99,Guarani
Yerbera – Puszka z Guarani Exotic Rain ,"Guarani Exotic Rain to tropikalna propozycja smakowa paragwajskiej marki yerba mate – bogaty miks ostrokrzewu paragwajskiego i owocowych dodatków. Prezentuje się nieziemsko, a po zaparzeniu dosłownie przenosi na tropikalną wyspę!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Exotic-Rain-0-5-kg-10534_1.png,49.99,Guarani
Yerbera – Puszka z Guarani Forest Berries ,"Guarani Forest Berries to zaskakująca kompozycja paragwajskiej yerba mate. Za sprawą dodatku owoców jagodowych charakterystyczny, cierpki smak yerba mate płynnie przechodzi w przyjemnie owocową słodycz.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Forest-Berries-0-5-kg-11102_1.webp,49.99,Guarani
Yerbera – Puszka z Guarani Fresco ,"Guarani Fresco - jak sama nazwa wskazuje, jest to bardzo świeże, oryginalne połączenie paragwajskiej, suszonej dymem yerba mate i aromatycznych, mocno orzeźwiających ziół.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Fresco-0-5-kg-9855_9.png,49.99,Guarani
Yerbera – Puszka z Guarani Maracuya ,"Guarani Maracuya to propozycja dla miłośników smakowej yerba mate. Dymne aromaty przeplatają się z egzotycznym posmakiem, co daje bardzo interesującą fuzję!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Maracuya-0-5kg-7492_4.png,49.99,Guarani
Yerbera – Puszka z Guarani Mas Inteligente ,"Guarani Mas Inteligente to dopracowana kompozycja yerba mate, dedykowana szczególnie osobom narażonym na wytężony wysiłek umysłowy. W jej składzie znajduje się m.in. guarana, która stanowi dodatkową porcję kofeiny.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Mas-Inteligente-0-5-kg-10535_1.png,49.99,Guarani
Yerbera – Puszka z Guarani Menta Limon ,"Guarani Menta Limon to nawiązująca do tradycji, mocno orzeźwiająca yerba mate. Głęboki smak przeplata się z interesującym aromatem mięty i cytryny.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Menta-Limon-0-5kg-7494_4.png,49.99,Guarani
Yerbera – Puszka z Guarani Naranja ,"Guarani Naranja to doskonałe połączenie pylastej, mocnej yerba mate z orzeźwiającą pomarańczą.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Naranja-0-5kg-7556_6.png,49.99,Guarani
Yerbera – Puszka z Guarani Wild Jungle ,"Guarani Wild Jungle to bogate połączenie paragwajskiej yerba mate i zaskakujących, owocowo-ziołowych dodatków.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Guarani-Wild-Jungle-0-5-kg-9851_14.png,49.99,Guarani
Yerbera – Puszka z Verde Mate Cactus de Juarez ,"Verde Mate Cactus de Juarez 500 g 0,5 kg to kaktusowa yerba mate, dzięki której poczujesz się jak w kolorowym, egzotycznym kraju!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Cactus-de-Juarez-0-5kg-7466_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Frutos del Bosque ,Verde Mate Frutos del Bosque to połączenie aromatycznej yerba mate ze słodkawymi i kwaskowatymi owocami z europejskich lasów. Spróbuj koniecznie!,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Frutos-del-Bosque-0-5kg-7471_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Ananas ,"Verde Mate Green Ananas 0,5 kg 500 g w puszce to owocowa yerba mate z ananasem i trawą cytrynową. Doskonale pobudza i orzeźwia. Jest świetna zarówno w ciepłej formie, jak i na zimno. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Ananas-0-5kg-8786_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Carmella - Tostada,"Verde Mate Green Carmella Tostada 500 g 0,5 kg w puszce to jedyna w swoim rodzaju karmelowa yerba mate cenionego brazylijskiego plantatora. Bazuje na prażonym suszu ostrokrzewu z dodatkiem chipsów kokosowych i naturalnego aromatu karmelu. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Carmella-Tostada-0-5kg-8704_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Dragon ,"Verde Mate Green Dragon 0,5 kg 500 g w puszce to soczyście zielona brazylijska yerba mate o smaku egzotycznej pitai. Kompozycja bazuje na najwyższej jakości ostrokrzewie paragwajskim bez patyczków oraz przebogatej palecie naturalnych dodatków. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Dragon-0-5kg-8681_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Dulcessa - Tostada,"Verde Mate Green Dulcessa to pozycja obowiązkowa dla wszystkich łasuchów i miłośników czekolady. W składzie tej wariacji znajdziemy duże płatki aż trzech rodzajów czekolady: białej, mlecznej i gorzkiej. Wtórują im duże chipsy kokosowe i płatki migdałów.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Dulcessa-Tostada-0-5-kg-10320_2.webp,34.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Fresa ,"Verde Mate Green Fresa to prawdziwie rewolucyjny produkt, jeśli chodzi o smakowe yerba mate! Truskawkowy smak i aromat to coś, czemu chyba żaden mateista się nie oprze!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Fresa-0-5kg-7576_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Frutos Tropicales ,"Verde Mate Frutos Tropicales to niesamowicie aromatyczna, owocowa mieszanka yerba mate, dzięki której w mig przeniesiesz się na egzotyczną wyspę!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Frutos-Tropicales-0-5kg-7475_3.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Fuerte ,"Verde Mate Green Fuerte w puszce to jedna z najbardziej zróżnicowanych i najbogatszych w naturalne dodatki yerba mate. Składa się z zielonej yerba mate bez patyczków. Pozostałe składniki to wyważony miks owoców, ziół i naturalnych aromatów. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Fuerte-0-5kg-8538_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Hangover,"Verde Mate Green Hangover to odpowiedź na ciężkie poranki. Będziesz zachwycony doskonale dobranym połączeniem brazylijskiej yerba mate i naturalnych dodatków. Znajdziesz tu m.in. guaranę, acerolę, jagody goji i zioła.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Hangover-0-5-kg-10323_2.webp,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Limon ,Verde Mate Green Limon to orzeźwiająca i mocno cytrusowa yerba mate idealna na każdą porę roku. Doskonale sprawdzi się także jako terere!,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Limon-0-5kg-7472_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Melón de Agua ,"Verde Mate Green Melón de Agua to pyszne i aromatyczne połączenie, przywodzące na myśl soczysty arbuz! ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Melon-de-Agua-0-5kg-7926_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Naranja Tropico ,"Verde Mate Green Naranja Tropico to produkt, który w mig przeniesie Cię do pełnej egzotyki Brazylii. Poczuj tę moc!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Naranja-Tropico-0-5kg-7476_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Pomelo De Oriente ,"Verde Mate Pomelo De Oriente to niesamowicie aromatyczna propozycja, która w mig pobudzi.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Pomelo-De-Oriente-0-5kg-7477_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Raspberry Vitality ,"Verde Mate Green Raspberry Vitality to idealna propozycja na jesienno-zimową porę. Zielona yerba mate połączona została z dużą dawką pełnych słońca owoców, które dodają energii i witalności w chłodniejszy czas.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Raspberry-Vitality-0-5-kg-10149_2.webp,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Summertime ,"Verde Mate Green Summertime 500 g 0,5 kg w puszce to limitowana na wakacyjny sezon wariacja popularnej brazylijskiej yerba mate. Kompozycja z miętą, skórką pomarańczy i olejkiem mandarynkowym doskonale pobudza. Będzie pyszna na zimno i na ciepło.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Summertime-0-5kg-8768_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Terere ,"Verde Mate Green Tereré to znakomita, orzeźwiająca propozycja. Dodatek owoców świetnie kontrastuje z goryczką yerba mate i sprawia, że masz ochotę na kolejny łyk!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Terere-0-5kg-7478_2.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Verano ,Verde Mate Green Verano 500 g 0.5 kg w puszce to wariacja popularnej yerba mate znanego brazylijskiego plantatora. Zielona yerba mate o dużej zawartości kofeiny i łagodnych walorach smakowych została wzbogacona o aromatyczne naturalne dodatki.,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Verano-0-5kg-8782_3.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Green Very Strawberry ,"Verde Mate Green Very Strawberry 500 g 0.5 kg w puszce to owocowa yerba mate z Brazylii w doskonałej fuzji z aromatycznym i subtelnie słodkim owocem truskawki, trawą cytrynową oraz płatkami róży.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Green-Very-Strawberry-0-5kg-8943_9.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Mas IQ ,Verde Mate Mas IQ to kompozycja ostrokrzewu paragwajskiego i składników nadających jej delikatnie owocowy smak. Nie brakuje w niej także pożytecznych dodatków! Warto spróbować!,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Mas-IQ-0-5kg-7465_3.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Mas IQ Tropical ,"Verde Mate Green Más IQ Tropical to zupełnie nowa odsłona popularnej mieszanki Verde Mate Green Más IQ. Zmysłowe połączenie yerba mate, ziół i owoców uzupełnione podwójną porcją słodkiego ananasa i orzeźwiającą skórką cytryny i tropikalną papają. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Mas-IQ-Tropical-0-5kg-9600_10.png,49.99,Verde Mate
Yerbera – Puszka z Verde Mate Pina Colada ,"Verde Mate Green Piña Colada zajmuje zaszczytne miejsce wśród mieszanek Verde Mate inspirowanych alkoholami. Tym razem inspiracją stał się słynny słodki, owocowo-alkoholowy koktajl, pochodzący z gorących karaibów. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Verde-Mate-Pina-Colada-0-5-kg-9691_14.png,49.99,Verde Mate
Yerbera – Puszka z Yaguar Amore – brazylijska yerba mate z owocami i ziołami  ,"Yaguar Amore 500 g w puszce łączy w sobie walory tradycyjnej yerba mate z ziołowo-owocowymi dodatkami naturalnego pochodzenia. Całość tworzy jedyny w swoim rodzaju miks, który zapewni doskonały efekt pobudzenia i wspaniałe wrażenia smakowe.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Amore-0-5kg-brazylijska-yerba-mate-z-owocami-i-ziolami-9275_5.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Coconut ,"Jeśli jesteś fanem kokosów, to koniecznie musisz spróbować Yaguara Coconut! Smak i zapach idealnie oddają nazwę tej mieszanki. Przyjemny aromat kokosa wyczuwalny jest już przy pierwszym otwarciu paczki.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Coconut-0-5-kg-9752_12.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Frutas Bayas,"Niesamowicie aromatyczna yerba mate, która łączy w sobie słodkie i kwaskowate nuty. Doskonale pobudza. W skład yerba mate wchodzą: truskawka, płatki róży, mięta, trawa cytrynowa, naturalne aromaty owoców jagodowych. Gorąco polecamy!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Frutas-Bayas-0-5-kg-7894_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Frutas del Huerto,Yaguar Frutas del Huerto to prawdziwa gratka dla wielbicieli połączenia goryczkowej yerba mate ze słodkimi dodatkami. Tym razem są to słodkie owoce z sadu.,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Frutas-del-Huerto-0-5-kg-7433_2.png,49.90,Yaguar
Yerbera – Puszka z Yaguar Frutas Dulces,Yaguar Frutas Dulces to doskonałe połączenie goryczkowej yerba mate ze słodkimi owocami. Wyważony smak przypadnie do gustu wielbicielom nowych smaków!,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Frutas-Dulces-0-5-kg-7436_5.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Kiwi ,"Yaguar Kiwi 500 g w puszce to yerba mate o smaku kiwi. Świeży, delikatnie kwaskowy owoc stanowi dominujący element miksu. Całości towarzyszy jednak również szereg innych naturalnych dodatków, w tym: trawę cytrynową, głóg oraz płatki bławatka.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Kiwi-0-5-kg-9008_1.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Limon,Yaguar Limon to bardzo orzeźwiająca propozycja. Ostrokrzew paragwajski i jego charakterystycznie goryczkowy smak świetnie komponuje się z orzeźwiającą nutą cytryny.,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Limon-0-5-kg-7435_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Maracuya,"Yaguar Maracuya to produkt, który przeniesie Cię do ciepłego, tropikalnego kraju. Delikatnie kwaskowaty posmak marakui nadaje yerba mate nowego wymiaru!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Maracuya-0-5-kg-7448_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Menta Limon,Yaguar Menta Limon to pyszne połączenie długo sezonowanej yerba mate z miętą i cytryną - te orzeźwiające smaki idealnie uzupełniają goryczkę ostrokrzewu paragwajskiego.,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Menta-Limon-0-5-kg-7487_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Naranja,"Yaguar Naranja to propozycja idealna dla każdego, kto lubi połączenie goryczki ostrokrzewu paragwajskiego z delikatnie orzeźwiającą nutą pomarańczy. ",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Naranja-0-5-kg-7442_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Naranja Earl Grey,Yaguar Naranja Earl Grey to bardzo oryginalne i rzadko spotykane połączenie składników. Otulające nuty pomarańczy doskonale uzupełniają goryczkę ostrokrzewu paragwajskiego. ,www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Naranja-Earl-Grey-0-5-kg-7443_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Papaya,"Yaguar Papaya to niesamowicie owocowa kompozycja, która każdego nastroi pozytywnie! Słodko-kwaśne nuty papai świetnie łączą się z goryczką yerba mate.",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Papaya-0-5-kg-7447_2.png,49.99,Yaguar
Yerbera – Puszka z Yaguar Pera,"Yaguar Pera to doskonała kompozycja smakowa, łącząca w sobie głęboką goryczkę yerba mate i słodkawy posmak gruszki. Ciekawe doznania gwarantowane!",www.poyerbani.pl/pol_pl_Yerbera-Puszka-z-Yaguar-Pera-0-5kg-7486_6.png,49.99,Yaguar
